id,label,timeset,indegree,outdegree,degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
SPARQL,,,2,0,2,0.0,0.0,0.0,0.0,0.0015373634,0.0,25,1.0677344053429302E-4,0,1923,0.0,0.014763277564636561
streamR,,,2,0,2,0.0,0.0,0.0,0.0,9.448619E-4,0.0,25,1.0800315779817926E-4,0,1922,0.0,0.014763277564636561
SynergizeR,,,2,0,2,0.0,0.0,0.0,0.0,8.4387034E-4,0.0,25,1.0793416519233666E-4,0,1919,0.0,0.014763277564636561
Thinknum,,,2,0,2,0.0,0.0,0.0,0.0,8.4387034E-4,0.0,25,1.0793416519233666E-4,0,1918,0.0,0.014763277564636561
tibbrConnector,,,2,0,2,0.0,0.0,0.0,0.0,9.448619E-4,0.0,25,1.0800315779817926E-4,0,1917,0.0,0.014763277564636561
zendeskR,,,2,0,2,0.0,0.0,0.0,0.0,9.448619E-4,0.0,25,1.0800315779817926E-4,0,1903,0.0,0.014763277564636561
rda,,,0,1,1,1.0,1.0,1.0,0.0,0.0,8.756388E-5,10,1.0551808546768973E-4,0,7046,0.0,0.0
imputeR,,,4,0,4,0.0,0.0,0.0,0.0,0.0030443533,0.0,10,2.4263241081920846E-4,0,6052,0.0,0.043235041264480654
RadTran,,,2,0,2,0.0,0.0,0.0,0.0,7.417889E-5,0.0,1,1.5829891964848673E-4,0,4178,0.5,0.0252210091102534
readBrukerFlexData,,,0,1,1,1.0,1.0,1.0,0.0,0.0,5.7294517E-5,25,1.0551808546768973E-4,0,7047,0.0,0.0
recommenderlabJester,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,29,1.6539392106109562E-4,0,875,0.0,0.04139908770980363
recommenderlabBX,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,29,1.6539392106109562E-4,0,874,0.0,0.04139908770980363
registry,,,0,5,5,6.0,0.30097087378640774,0.3187344913151351,0.0,0.0,0.0017152211,10,1.0551808546768973E-4,0,7051,0.05000000074505806,0.0
ROI,,,2,4,6,1.0,1.0,1.0,5.5,1.0486525E-4,2.4782736E-5,65,1.2735574505612826E-4,0,7050,0.10000000149011612,0.00953441179182815
regress,,,0,1,1,1.0,1.0,1.0,0.0,0.0,9.142235E-4,23,1.0551808546768973E-4,0,7052,0.0,0.0
regtest,,,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,58,1.0551808546768973E-4,42,7054,0.0,0.0
rindex,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,1.952084730630623E-4,42,7053,0.0,0.004767205895914075
DAKS,,,2,0,2,0.0,0.0,0.0,0.0,5.9581896E-5,0.0,17,1.511305172124759E-4,0,2836,0.5,0.0252210091102534
reliaR,,,0,1,1,1.0,1.0,1.0,0.0,0.0,3.1904406E-6,23,1.0551808546768973E-4,0,7055,0.0,0.0
relimp,,,0,3,3,3.0,0.55,0.6212121212121212,0.0,0.0,0.0010575802,45,1.0551808546768973E-4,0,7056,0.0,0.0
ReporteRsjars,,,1,1,2,2.0,0.6,0.6666666666666666,0.0,2.5340624E-4,3.4737895E-5,25,1.0674672091420168E-4,0,7057,0.5,0.004767205895914075
soma,,,1,1,2,1.0,1.0,1.0,0.0,7.1307686E-6,1.5151086E-4,10,1.285386257052539E-4,0,6642,0.5,0.009996071668722482
reports,,,0,1,1,2.0,0.5555555555555556,0.6,0.0,0.0,8.963078E-4,60,1.0551808546768973E-4,0,7058,0.0,0.0
emme2,,,1,0,1,0.0,0.0,0.0,0.0,7.398298E-4,0.0,17,1.0739028554497296E-4,0,6747,0.0,0.012822611789522188
RSAP,,,2,0,2,0.0,0.0,0.0,0.0,8.0897263E-4,0.0,25,1.1486448451125401E-4,0,6746,0.0,0.01758981768543627
hazus,,,1,0,1,0.0,0.0,0.0,0.0,0.0025994396,0.0,17,1.0614703839146762E-4,0,6053,0.0,0.028933423576738445
pbdPROF,,,1,0,1,0.0,0.0,0.0,0.0,0.0025994396,0.0,17,1.0614703839146762E-4,0,6051,0.0,0.028933423576738445
rFerns,,,0,1,1,1.0,1.0,1.0,0.0,0.0,1.0942301E-5,10,1.0551808546768973E-4,0,7059,0.0,0.0
Rfit,,,0,4,4,2.0,0.7,0.7857142857142857,0.0,0.0,0.0016300414,54,1.0551808546768973E-4,0,7060,0.0,0.0
rgdal,,,1,54,55,2.0,0.8648648648648649,0.921875,16.25,0.0016067171,0.017735036,35,1.0598153305300805E-4,0,5497,0.014814814552664757,0.009996071668722482
divagis,,,2,0,2,0.0,0.0,0.0,0.0,0.002116825,0.0,35,1.0764976117554802E-4,0,5496,0.5,0.022818683458244685
landsat8,,,2,0,2,0.0,0.0,0.0,0.0,0.002116825,0.0,35,1.0764976117554802E-4,0,5494,0.5,0.022818683458244685
SPODT,,,3,0,3,0.0,0.0,0.0,0.0,0.00212368,0.0,35,1.3007235807439117E-4,0,5474,0.1666666716337204,0.027585889354158757
UScancer,,,1,0,1,0.0,0.0,0.0,0.0,5.101079E-4,0.0,35,1.071863135902297E-4,0,5490,0.0,0.012822611789522188
RGENERATE,,,1,2,3,1.0,1.0,1.0,0.0,1.2398125E-5,4.3029277E-4,45,1.3697767402920153E-4,0,2516,0.3333333432674408,0.04097883055879023
rgenoud,,,0,9,9,2.0,0.9090909090909091,0.95,0.0,0.0,0.0033771761,45,1.0551808546768973E-4,0,7061,0.013888888992369175,0.0
rgeos,,,1,34,35,2.0,0.8695652173913043,0.925,2.9761904761904763,0.0016067171,0.008217801,35,1.0598153305300805E-4,0,5489,0.02521008439362049,0.009996071668722482
Grid2Polygons,,,2,0,2,0.0,0.0,0.0,0.0,0.0018430834,0.0,35,1.0863107183586565E-4,0,5488,0.5,0.022818683458244685
USAboundaries,,,2,0,2,0.0,0.0,0.0,0.0,0.0018430834,0.0,35,1.0863107183586565E-4,0,5472,0.5,0.022818683458244685
rggobi,,,1,4,5,1.0,1.0,1.0,1.5,1.1926153E-4,9.121424E-4,14,1.095949212674794E-4,0,7063,0.10000000149011612,0.004767205895914075
beadarrayMSV,,,1,0,1,0.0,0.0,0.0,0.0,2.6235697E-5,0.0,14,1.288070112390027E-4,0,7062,0.0,0.009996071668722482
RnavGraph,,,2,0,2,0.0,0.0,0.0,0.0,7.894777E-4,0.0,9,1.9709319865717927E-4,0,4281,0.0,0.07472001341917892
animalTrack,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4277,0.0,0.06472394175045645
Rpdb,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4267,0.0,0.06472394175045645
bpca,,,2,0,2,0.0,0.0,0.0,0.0,9.782764E-4,0.0,9,1.0994608491113744E-4,0,4264,0.0,0.06949114764637053
MSQC,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4261,0.0,0.06472394175045645
shinyRGL,,,2,0,2,0.0,0.0,0.0,0.0,0.0014431833,0.0,9,1.0787415344673853E-4,0,4256,0.0,0.11174628829762868
GGEBiplotGUI,,,2,0,2,0.0,0.0,0.0,0.0,9.482792E-4,0.0,9,1.0980809969945226E-4,0,4255,0.0,0.06949114764637053
QuantifQuantile,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4251,0.0,0.06472394175045645
tkrgl,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4250,0.0,0.06472394175045645
RockFab,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4243,0.0,0.06472394175045645
VDA,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4242,0.0,0.06472394175045645
rsml,,,2,0,2,0.0,0.0,0.0,0.0,0.0016968069,0.0,9,1.0692255989534376E-4,0,4241,0.0,0.06949114764637053
tolerance,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4240,0.0,0.06472394175045645
sphereplot,,,1,1,2,1.0,1.0,1.0,0.0,7.888246E-4,5.057884E-4,9,1.0635846940732254E-4,0,4234,0.5,0.06472394175045645
foodweb,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4233,0.0,0.06472394175045645
hiPOD,,,1,0,1,0.0,0.0,0.0,0.0,7.888246E-4,0.0,9,1.0635846940732254E-4,0,4232,0.0,0.06472394175045645
Rglpk,,,1,16,17,2.0,0.8333333333333334,0.9,15.5,5.553082E-5,0.0030515243,65,1.0941766753705375E-4,0,7064,0.007352941203862429,0.004767205895914075
ROI.plugin.glpk,,,2,1,3,1.0,1.0,1.0,1.0,8.8482964E-5,4.92715E-7,65,1.383940066298031E-4,0,7049,0.1666666716337204,0.025221009110253392
rgrass7,,,2,1,3,1.0,1.0,1.0,1.0,0.0025146995,1.3281942E-4,35,1.0654562354102927E-4,0,5487,0.1666666716337204,0.014763277564636561
RGtk2,,,0,22,22,3.0,0.6567164179104478,0.7462121212121211,0.0,0.0,0.0041463925,14,1.0551808546768973E-4,0,7066,0.028138527646660805,0.0
RGtk2Extras,,,1,2,3,2.0,0.75,0.8333333333333334,0.5,1.1926153E-4,9.70266E-4,14,1.095949212674794E-4,0,7065,0.1666666716337204,0.004767205895914075
ridge,,,0,2,2,1.0,1.0,1.0,0.0,0.0,0.0011217702,10,1.0551808546768973E-4,0,7067,0.0,0.0
RImageJROI,,,1,1,2,1.0,1.0,1.0,8.5,2.3475326E-4,9.775103E-5,35,1.1090337828658262E-4,0,222,0.0,0.059912225149028595
rivernet,,,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,59,1.0551808546768973E-4,43,7069,0.0,0.0
ecoval,,,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,59,2.8489886065843483E-4,43,7068,0.0,0.00953441179182815
PurBayes,,,1,0,1,0.0,0.0,0.0,0.0,1.704914E-4,0.0,23,1.1025991389257189E-4,0,3068,0.0,0.012822611789522188
rJava,,,0,73,73,3.0,0.6815642458100558,0.7882513661202185,0.0,0.0,0.008810231,60,1.0551808546768973E-4,0,7104,0.004756468813866377,0.0
rJPSGCS,,,1,1,2,1.0,1.0,1.0,1.0,2.5340624E-4,4.3031872E-5,45,1.0674672091420168E-4,0,7103,0.0,0.004767205895914075
RJSDMX,,,2,1,3,1.0,1.0,1.0,2.0,9.0719067E-4,1.6876445E-5,60,1.0759491743827483E-4,0,5437,0.1666666716337204,0.014763277564636561
RMOAjars,,,1,1,2,1.0,1.0,1.0,0.0,2.5340624E-4,7.2946873E-6,60,1.0674672091420168E-4,0,7102,0.5,0.004767205895914075
rkafka,,,3,0,3,0.0,0.0,0.0,0.0,3.205429E-4,0.0,60,2.0785190818735326E-4,0,7070,0.3333333432674408,0.024759349233359047
wordnet,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7101,0.0,0.004767205895914075
rDNA,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7100,0.0,0.004767205895914075
RKEA,,,3,0,3,0.0,0.0,0.0,0.0,3.7526895E-4,0.0,60,2.0169960267543303E-4,0,6571,0.1666666716337204,0.02998821500616747
coreNLP,,,2,0,2,0.0,0.0,0.0,0.0,0.0011613885,0.0,60,1.0731081140222289E-4,0,7099,0.0,0.00953441179182815
RKEAjars,,,1,1,2,1.0,1.0,1.0,0.0,2.5340624E-4,1.0793756E-5,60,1.0674672091420168E-4,0,7098,0.5,0.004767205895914075
RNCBIEUtilsLibs,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7097,0.0,0.004767205895914075
RImpala,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7096,0.0,0.004767205895914075
SBRect,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7095,0.0,0.004767205895914075
gemtc.jar,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7094,0.0,0.004767205895914075
sjdbc,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7093,0.0,0.004767205895914075
venneuler,,,1,2,3,2.0,0.6,0.6666666666666666,1.6666666666666665,2.5340624E-4,0.0014207838,60,1.0674672091420168E-4,0,7092,0.1666666716337204,0.004767205895914075
extraTrees,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7091,0.0,0.004767205895914075
streamMOA,,,2,0,2,0.0,0.0,0.0,0.0,2.5361605E-4,0.0,9,2.763919266174662E-4,0,725,0.0,0.10842239526717753
edeR,,,3,0,3,0.0,0.0,0.0,0.0,5.881526E-4,0.0,25,1.3929368468791034E-4,0,7080,0.3333333432674408,0.024759349233359047
hive,,,2,0,2,0.0,0.0,0.0,0.0,0.0011613885,0.0,60,1.0731081140222289E-4,0,7090,0.0,0.00953441179182815
xlsx,,,2,9,11,2.0,0.7647058823529411,0.8461538461538461,20.666666666666664,2.934216E-4,0.0021424184,60,1.3699163066415392E-4,0,7077,0.027272727340459824,0.014763277564636561
XLConnectJars,,,1,1,2,2.0,0.5454545454545454,0.5833333333333334,0.0,2.5340624E-4,7.2946873E-6,60,1.0674672091420168E-4,0,7089,0.5,0.004767205895914075
XLConnect,,,2,5,7,1.0,1.0,1.0,10.0,2.5361605E-4,0.0010737189,60,1.9748145016405843E-4,0,7088,0.02380952425301075,0.014763277564636561
scagnostics,,,1,1,2,1.0,1.0,1.0,1.0,2.5340624E-4,2.2707527E-5,9,1.0674672091420168E-4,0,7085,0.0,0.004767205895914075
helloJavaWorld,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7084,0.0,0.004767205895914075
RSQLServer,,,2,0,2,0.0,0.0,0.0,0.0,2.5424975E-4,0.0,60,1.3734457946404906E-4,0,4101,0.5,0.019992143337444965
RMOA,,,2,0,2,0.0,0.0,0.0,0.0,2.5361605E-4,0.0,60,1.9748145016405843E-4,0,7083,0.5,0.014763277564636561
RFreak,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7082,0.0,0.004767205895914075
RWeka,,,2,2,4,2.0,0.75,0.8333333333333334,5.0,2.5361605E-4,5.105449E-5,60,1.9748145016405843E-4,0,7074,0.1666666716337204,0.014763277564636561
rJython,,,2,3,5,2.0,0.8,0.875,2.0,5.68887E-4,6.698123E-4,25,1.0854052866610913E-4,0,7081,0.25,0.00953441179182815
xlsxjars,,,1,3,4,3.0,0.4838709677419355,0.5555555555555555,0.0,2.5340624E-4,0.0013912228,60,1.0674672091420168E-4,0,7078,0.3333333432674408,0.004767205895914075
RWekajars,,,1,1,2,3.0,0.5,0.5833333333333333,0.0,2.5340624E-4,7.2946873E-6,60,1.0674672091420168E-4,0,7075,0.5,0.004767205895914075
RMongo,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7073,0.0,0.004767205895914075
rChoiceDialogs,,,1,0,1,0.0,0.0,0.0,0.0,2.5340624E-4,0.0,60,1.0674672091420168E-4,0,7072,0.0,0.004767205895914075
rkafkajars,,,2,1,3,1.0,1.0,1.0,0.0,3.202777E-4,9.219686E-6,60,1.1235237013891246E-4,0,7071,0.3333333432674408,0.00953441179182815
rje,,,0,1,1,1.0,1.0,1.0,0.0,0.0,6.586824E-5,1,1.0551808546768973E-4,0,7105,0.0,0.0
rjson,,,0,50,50,6.0,0.5662650602409639,0.726418439716312,0.0,0.0,0.010968391,25,1.0551808546768973E-4,0,7108,0.0016326530603691936,0.0
geonames,,,1,0,1,0.0,0.0,0.0,0.0,3.1548078E-4,0.0,25,1.0731189321959718E-4,0,7107,0.0,0.004767205895914075
df2json,,,1,0,1,0.0,0.0,0.0,0.0,3.1548078E-4,0.0,25,1.0731189321959718E-4,0,7106,0.0,0.004767205895914075
RJSONIO,,,0,52,52,4.0,0.5973154362416108,0.75,0.0,0.0,0.007457195,25,1.0551808546768973E-4,0,7112,0.0,0.0
WDI,,,1,1,2,2.0,0.6666666666666666,0.75,2.0,2.144892E-4,6.4349733E-4,25,1.0724290061375458E-4,0,7111,0.0,0.004767205895914075
RPushbullet,,,1,1,2,1.0,1.0,1.0,1.0,2.144892E-4,4.544539E-4,25,1.0724290061375458E-4,0,7110,0.0,0.004767205895914075
rPython,,,1,1,2,1.0,1.0,1.0,1.0,2.144892E-4,4.6423514E-4,25,1.0724290061375458E-4,0,7109,0.0,0.004767205895914075
rSymPy,,,1,1,2,2.0,0.6666666666666666,0.75,0.0,1.9265626E-5,6.5234135E-4,25,1.3627124148949093E-4,0,7079,0.5,0.015224937441530894
rkt,,,0,1,1,1.0,1.0,1.0,0.0,0.0,5.479149E-4,35,1.0551808546768973E-4,0,7113,0.0,0.0
Rlab,,,0,4,4,1.0,1.0,1.0,0.0,0.0,0.001328767,36,1.0551808546768973E-4,0,7115,0.0,0.0
TRD,,,1,0,1,0.0,0.0,0.0,0.0,3.8218954E-5,0.0,36,1.2794068236653288E-4,0,7114,0.0,0.004767205895914075
rlecuyer,,,0,12,12,1.0,1.0,1.0,0.0,0.0,9.7199436E-4,45,1.0551808546768973E-4,0,7117,0.0833333358168602,0.0
AMOEBA,,,3,0,3,0.0,0.0,0.0,0.0,4.7374357E-4,0.0,35,1.22503888053098E-4,0,2112,0.0,0.08455348243434879
snowFT,,,2,0,2,0.0,0.0,0.0,0.0,5.0742023E-5,0.0,45,1.2580519694759543E-4,0,7116,0.0,0.00953441179182815
caRpools,,,6,0,6,0.0,0.0,0.0,0.0,5.312381E-4,0.0,1,1.824104794940788E-4,0,569,0.0,0.12659021240220092
rmeta,,,0,4,4,1.0,1.0,1.0,0.0,0.0,1.3804897E-4,23,1.0551808546768973E-4,0,7119,0.0,0.0
extfunnel,,,1,0,1,0.0,0.0,0.0,0.0,3.970664E-6,0.0,23,1.2794068236653288E-4,0,7118,0.0,0.004767205895914075
LDOD,,,2,0,2,0.0,0.0,0.0,0.0,1.5814461E-4,0.0,45,1.2888334833262687E-4,0,5014,0.0,0.01999214333744498
Rmpi,,,0,3,3,1.0,1.0,1.0,0.0,0.0,7.741658E-4,23,1.0551808546768973E-4,0,7121,0.0,0.0
bigGP,,,1,0,1,0.0,0.0,0.0,0.0,2.2267115E-5,0.0,23,1.354148813328139E-4,0,7120,0.0,0.004767205895914075
lodGWAS,,,2,0,2,0.0,0.0,0.0,0.0,0.001674196,0.0,41,1.1139803454812702E-4,0,403,0.5,0.24929675891336237
Daim,,,1,0,1,0.0,0.0,0.0,0.0,1.2003229E-4,0.0,41,1.1102369279906705E-4,0,398,0.0,0.2364741471238402
CPE,,,2,0,2,0.0,0.0,0.0,0.0,0.001674196,0.0,41,1.1139803454812702E-4,0,397,0.5,0.24929675891336237
RMTstat,,,0,2,2,2.0,0.75,0.8333333333333334,0.0,0.0,5.672408E-4,11,1.0551808546768973E-4,0,7122,0.0,0.0
compendiumdb,,,1,0,1,0.0,0.0,0.0,0.0,2.1443908E-5,0.0,14,1.282053939664542E-4,0,4072,0.0,0.009996071668722482
RNetCDF,,,0,4,4,2.0,0.8333333333333334,0.9,0.0,0.0,3.2372298E-4,35,1.0551808546768973E-4,0,7124,0.0833333358168602,0.0
MC2toPath,,,1,0,1,0.0,0.0,0.0,0.0,9.311153E-6,0.0,35,1.2794068236653288E-4,0,7123,0.0,0.004767205895914075
rngWELL,,,0,1,1,4.0,0.4444444444444444,0.4930555555555555,0.0,0.0,0.0,45,1.0551808546768973E-4,0,7125,0.0,0.0
betas,,,1,0,1,0.0,0.0,0.0,0.0,2.5682863E-5,0.0,9,1.4919177591932132E-4,0,2844,0.0,0.05270524819300249
qqtest,,,1,0,1,0.0,0.0,0.0,0.0,2.5682863E-5,0.0,9,1.4919177591932132E-4,0,2843,0.0,0.05270524819300249
robustX,,,1,0,1,0.0,0.0,0.0,0.0,5.9547875E-4,0.0,9,1.0877156249460576E-4,0,4150,0.0,0.009996071668722482
CerioliOutlierDetection,,,1,0,1,0.0,0.0,0.0,0.0,5.9547875E-4,0.0,9,1.0877156249460576E-4,0,4148,0.0,0.009996071668722482
ForwardSearch,,,1,0,1,0.0,0.0,0.0,0.0,5.9547875E-4,0.0,9,1.0877156249460576E-4,0,4147,0.0,0.009996071668722482
RobustAFT,,,2,0,2,0.0,0.0,0.0,0.0,0.0021496424,0.0,9,1.0914590424366573E-4,0,4137,0.0,0.022818683458244674
EMP,,,1,0,1,0.0,0.0,0.0,0.0,1.5190218E-4,0.0,10,1.0914295091477764E-4,0,1832,0.0,0.023310164739369713
rocc,,,1,0,1,0.0,0.0,0.0,0.0,1.5190218E-4,0.0,10,1.0914295091477764E-4,0,1831,0.0,0.023310164739369713
sperrorest,,,2,0,2,0.0,0.0,0.0,0.0,5.6203216E-4,0.0,10,1.1109274194945966E-4,0,1828,0.0,0.028077370635283778
genMOSS,,,1,0,1,0.0,0.0,0.0,0.0,1.5190218E-4,0.0,10,1.0914295091477764E-4,0,1818,0.0,0.023310164739369713
RODBC,,,0,8,8,1.0,1.0,1.0,0.0,0.0,0.0023864862,36,1.0551808546768973E-4,0,7129,0.0,0.0
RODBCext,,,1,0,1,0.0,0.0,0.0,0.0,6.8641835E-5,0.0,36,1.167293839171113E-4,0,7128,0.0,0.004767205895914075
stacomirtools,,,2,0,2,0.0,0.0,0.0,0.0,8.8577124E-4,0.0,36,1.1799262881282077E-4,0,7127,0.0,0.00953441179182815
RODM,,,1,0,1,0.0,0.0,0.0,0.0,6.8641835E-5,0.0,36,1.167293839171113E-4,0,7126,0.0,0.004767205895914075
ROI.plugin.symphony,,,3,0,3,0.0,0.0,0.0,0.0,7.445466E-5,0.0,65,1.8132596767220417E-4,0,7048,0.1666666716337204,0.024759349233359047
dashboard,,,1,0,1,0.0,0.0,0.0,0.0,2.5152583E-5,0.0,25,1.295289519660609E-4,0,2263,0.0,0.009996071668722482
rootSolve,,,0,23,23,2.0,0.8108108108108109,0.8833333333333333,0.0,0.0,0.0025625126,1,1.0551808546768973E-4,0,7131,0.009881422854959965,0.0
prop.comb.RR,,,1,0,1,0.0,0.0,0.0,0.0,7.370484E-5,0.0,1,1.0941766753705375E-4,0,7130,0.0,0.004767205895914075
RobRex,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,3.2664546262056184E-4,0,4402,0.0,0.07845062198904054
rotationForest,,,1,1,2,1.0,1.0,1.0,0.0,4.1013E-4,1.5151086E-4,10,1.0746787650237175E-4,0,7132,0.5,0.004767205895914075
rowr,,,0,1,1,1.0,1.0,1.0,0.0,0.0,7.8511785E-4,42,1.0551808546768973E-4,0,7133,0.0,0.0
rpanel,,,0,12,12,2.0,0.9285714285714286,0.9615384615384616,0.0,0.0,0.0034081184,9,1.0551808546768973E-4,0,7137,0.0,0.0
LinRegInteractive,,,2,0,2,0.0,0.0,0.0,0.0,9.1515615E-4,0.0,9,1.1425552932968025E-4,0,7136,0.0,0.00953441179182815
GUIDE,,,2,0,2,0.0,0.0,0.0,0.0,2.574814E-4,0.0,9,1.164419147261005E-4,0,7135,0.0,0.00953441179182815
erpR,,,1,0,1,0.0,0.0,0.0,0.0,9.802676E-5,0.0,9,1.1299228443397078E-4,0,7134,0.0,0.004767205895914075
rpart,,,0,46,46,4.0,0.43285528031290743,0.5042670682730925,0.0,0.0,0.014259081,10,1.0551808546768973E-4,0,7143,0.005314009729772806,0.0
GPLTR,,,1,0,1,0.0,0.0,0.0,0.0,4.1013E-4,0.0,10,1.0746787650237175E-4,0,7142,0.0,0.004767205895914075
rpartScore,,,1,0,1,0.0,0.0,0.0,0.0,4.1013E-4,0.0,10,1.0746787650237175E-4,0,7141,0.0,0.004767205895914075
rpart.plot,,,1,2,3,1.0,1.0,1.0,0.0,4.1013E-4,2.4135846E-4,41,1.0746787650237175E-4,0,7140,0.3333333432674408,0.004767205895914075
rpart.utils,,,1,0,1,0.0,0.0,0.0,0.0,4.1013E-4,0.0,10,1.0746787650237175E-4,0,7139,0.0,0.004767205895914075
Harvest.Tree,,,1,0,1,0.0,0.0,0.0,0.0,4.1013E-4,0.0,10,1.0746787650237175E-4,0,7138,0.0,0.004767205895914075
rphast,,,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,61,1.0551808546768973E-4,44,7145,0.0,0.0
rtfbs,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,61,1.952084730630623E-4,44,7144,0.0,0.004767205895914075
RPMG,,,0,7,7,2.0,0.7333333333333333,0.8181818181818182,0.0,0.0,6.7081326E-4,35,1.0551808546768973E-4,0,7148,0.2142857164144516,0.0
RSEIS,,,2,6,8,1.0,1.0,1.0,8.0,1.931039E-5,8.51258E-4,35,2.0802138557668695E-4,0,7147,0.0892857164144516,0.00953441179182815
ProfessR,,,1,0,1,0.0,0.0,0.0,0.0,1.9294415E-5,0.0,35,1.1833099798131438E-4,0,7146,0.0,0.004767205895914075
rrBLUP,,,0,2,2,1.0,1.0,1.0,0.0,0.0,2.8159511E-6,23,1.0551808546768973E-4,0,7150,0.0,0.0
GeneticSubsetter,,,1,0,1,0.0,0.0,0.0,0.0,8.099442E-8,0.0,23,1.50363279265376E-4,0,7149,0.0,0.004767205895914075
robustfa,,,1,0,1,0.0,0.0,0.0,0.0,1.9309705E-4,0.0,9,1.1200887568878505E-4,0,2842,0.0,0.03656461500155555
rredis,,,0,2,2,1.0,1.0,1.0,0.0,0.0,3.0277495E-4,25,1.0551808546768973E-4,0,7151,0.0,0.0
RRF,,,0,1,1,1.0,1.0,1.0,0.0,0.0,2.8710461E-5,29,1.0551808546768973E-4,0,7152,0.0,0.0
RPyGeo,,,2,0,2,0.0,0.0,0.0,0.0,4.0111154E-5,0.0,35,1.5180662652985633E-4,0,4743,0.5,0.058108740742678314
Rsolnp,,,1,21,22,2.0,0.8181818181818182,0.8888888888888888,27.0,1.3350668E-4,0.0050591473,11,1.1192454172450206E-4,0,7155,0.0021645021624863148,0.004767205895914075
DiscreteLaplace,,,1,0,1,0.0,0.0,0.0,0.0,1.4551483E-4,0.0,11,1.1004836562793654E-4,0,7154,0.0,0.009996071668722482
DiscreteInverseWeibull,,,1,0,1,0.0,0.0,0.0,0.0,1.4551483E-4,0.0,11,1.1004836562793654E-4,0,7153,0.0,0.009996071668722482
RSpincalc,,,0,1,1,1.0,1.0,1.0,0.0,0.0,8.084944E-6,55,1.0551808546768973E-4,0,7156,0.0,0.0
rstudioapi,,,0,4,4,3.0,0.4700854700854701,0.5030303030303029,0.0,0.0,0.0011216302,25,1.0551808546768973E-4,0,7157,0.0,0.0
Rsymphony,,,0,2,2,2.0,0.75,0.8333333333333334,0.0,0.0,6.331466E-4,65,1.0551808546768973E-4,0,7158,0.0,0.0
sendplot,,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9,2.047380906602304E-4,0,6708,0.0,0.009996071668722482
RTriangle,,,0,1,1,1.0,1.0,1.0,0.0,0.0,9.775103E-5,35,1.0551808546768973E-4,0,7159,0.0,0.0
Rttf2pt1,,,0,1,1,2.0,0.5555555555555556,0.6,0.0,0.0,0.0,17,1.0551808546768973E-4,0,7160,0.0,0.0
RUnit,,,0,16,16,3.0,0.7272727272727273,0.826388888888889,0.0,0.0,0.0023249357,60,1.0551808546768973E-4,0,7162,0.02916666679084301,0.0
